Math name;Math group;Math type;Folder;Math description;Parameter type;Parameter enable;Parameter name;Parameter kind;TAG name;Value;External unit;Internal unit;Formula
PT25F-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;PT25FA;;psiA;psiG;
PT25F-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;PT25FB;;psiA;psiG;
PT25F-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;PT25FC;;psiA;psiG;
PT25F-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;PT25FD;;psiA;psiG;
PT25F-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;PT25FE;;psiA;psiG;
PT25F-Avg;Generic;Average;Average;;Input;Enable;F0;Tag;PT25FF;;psiA;psiG;
PT25F-Avg;Generic;Average;Average;;Output;Enable;;Calc;PT25F-Avg;NaN;psiG;psiG;
PT25F-Avg;Generic;Average;Average;;Output;Disable;;Calc;PT25F-Avg:SD;NaN;psiG;psiG;
PT25L-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;PT25LA;;psiA;psiG;
PT25L-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;PT25LB;;psiA;psiG;
PT25L-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;PT25LC;;psiA;psiG;
PT25L-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;PT25LD;;psiA;psiG;
PT25L-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;PT25LE;;psiA;psiG;
PT25L-Avg;Generic;Average;Average;;Input;Enable;F0;Tag;PT25LF;;psiA;psiG;
PT25L-Avg;Generic;Average;Average;;Output;Enable;;Calc;PT25L-Avg;NaN;psiG;psiG;
PT25L-Avg;Generic;Average;Average;;Output;Disable;;Calc;PT25L-Avg:SD;NaN;psiG;psiG;
PT25P-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;PT25PA;;psiA;psiG;
PT25P-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;PT25PB;;psiA;psiG;
PT25P-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;PT25PC;;psiA;psiG;
PT25P-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;PT25PD;;psiA;psiG;
PT25P-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;PT25PE;;psiA;psiG;
PT25P-Avg;Generic;Average;Average;;Input;Enable;F0;Tag;PT25PF;;psiA;psiG;
PT25P-Avg;Generic;Average;Average;;Output;Enable;;Calc;PT25P-Avg;NaN;psiG;psiG;
PT25P-Avg;Generic;Average;Average;;Output;Disable;;Calc;PT25P-Avg:SD;NaN;psiG;psiG;
PT25T-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;PT25TA;;psiA;psiG;
PT25T-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;PT25TB;;psiA;psiG;
PT25T-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;PT25TC;;psiA;psiG;
PT25T-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;PT25TD;;psiA;psiG;
PT25T-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;PT25TE;;psiA;psiG;
PT25T-Avg;Generic;Average;Average;;Input;Enable;F0;Tag;PT25TF;;psiA;psiG;
PT25T-Avg;Generic;Average;Average;;Output;Enable;;Calc;PT25T-Avg;NaN;psiG;psiG;
PT25T-Avg;Generic;Average;Average;;Output;Disable;;Calc;PT25T-Avg:SD;NaN;psiG;psiG;
PT25Y-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;PT25YA;;psiA;psiG;
PT25Y-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;PT25YB;;psiA;psiG;
PT25Y-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;PT25YC;;psiA;psiG;
PT25Y-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;PT25YD;;psiA;psiG;
PT25Y-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;PT25YE;;psiA;psiG;
PT25Y-Avg;Generic;Average;Average;;Input;Enable;F0;Tag;PT25YF;;psiA;psiG;
PT25Y-Avg;Generic;Average;Average;;Output;Enable;;Calc;PT25Y-Avg;NaN;psiG;psiG;
PT25Y-Avg;Generic;Average;Average;;Output;Disable;;Calc;PT25Y-Avg:SD;NaN;psiG;psiG;
PT30;Generic;Average;Plane 30;;Input;Enable;A0;Tag;PT30D-Avg;;psiG;psiG;
PT30;Generic;Average;Plane 30;;Input;Enable;B0;Tag;PT30G-Avg;;psiG;psiG;
PT30;Generic;Average;Plane 30;;Input;Enable;C0;Tag;PT30P-Avg;;psiG;psiG;
PT30;Generic;Average;Plane 30;;Input;Enable;D0;Tag;PT30S-Avg;;psiG;psiG;
PT30;Generic;Average;Plane 30;;Input;Enable;E0;Tag;PT30Z-Avg;;psiG;psiG;
PT30;Generic;Average;Plane 30;;Output;Enable;;Calc;PT30;NaN;psiG;psiG;
PT30;Generic;Average;Plane 30;;Output;Disable;;Calc;PT30:SD;NaN;psiG;psiG;
PT30D-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;PT30DA;;psiA;psiG;
PT30D-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;PT30DB;;psiA;psiG;
PT30D-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;PT30DC;;psiA;psiG;
PT30D-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;PT30DD;;psiA;psiG;
PT30D-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;PT30DE;;psiA;psiG;
PT30D-Avg;Generic;Average;Average;;Output;Enable;;Calc;PT30D-Avg;NaN;psiG;psiG;
PT30D-Avg;Generic;Average;Average;;Output;Disable;;Calc;PT30D-Avg:SD;NaN;psiG;psiG;
PT30G-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;PT30GA;;psiA;psiG;
PT30G-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;PT30GB;;psiA;psiG;
PT30G-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;PT30GC;;psiA;psiG;
PT30G-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;PT30GD;;psiA;psiG;
PT30G-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;PT30GE;;psiA;psiG;
PT30G-Avg;Generic;Average;Average;;Output;Enable;;Calc;PT30G-Avg;NaN;psiG;psiG;
PT30G-Avg;Generic;Average;Average;;Output;Disable;;Calc;PT30G-Avg:SD;NaN;psiG;psiG;
PT30P-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;PT30PA;;psiA;psiG;
PT30P-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;PT30PB;;psiA;psiG;
PT30P-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;PT30PC;;psiA;psiG;
PT30P-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;PT30PD;;psiA;psiG;
PT30P-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;PT30PE;;psiA;psiG;
PT30P-Avg;Generic;Average;Average;;Output;Enable;;Calc;PT30P-Avg;NaN;psiG;psiG;
PT30P-Avg;Generic;Average;Average;;Output;Disable;;Calc;PT30P-Avg:SD;NaN;psiG;psiG;
PT30S-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;PT30SA;;psiA;psiG;
PT30S-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;PT30SB;;psiA;psiG;
PT30S-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;PT30SC;;psiA;psiG;
PT30S-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;PT30SD;;psiA;psiG;
PT30S-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;PT30SE;;psiA;psiG;
PT30S-Avg;Generic;Average;Average;;Output;Enable;;Calc;PT30S-Avg;NaN;psiG;psiG;
PT30S-Avg;Generic;Average;Average;;Output;Disable;;Calc;PT30S-Avg:SD;NaN;psiG;psiG;
PT30Z-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;PT30ZA;;psiA;psiG;
PT30Z-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;PT30ZB;;psiA;psiG;
PT30Z-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;PT30ZC;;psiA;psiG;
PT30Z-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;PT30ZD;;psiA;psiG;
PT30Z-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;PT30ZE;;psiA;psiG;
PT30Z-Avg;Generic;Average;Average;;Output;Enable;;Calc;PT30Z-Avg;NaN;psiG;psiG;
PT30Z-Avg;Generic;Average;Average;;Output;Disable;;Calc;PT30Z-Avg:SD;NaN;psiG;psiG;
PT31;Generic;Average;Plane 31;;Input;Enable;A0;Tag;PT31E-Avg;;psiG;psiG;
PT31;Generic;Average;Plane 31;;Input;Enable;B0;Tag;PT31M-Avg;;psiG;psiG;
PT31;Generic;Average;Plane 31;;Input;Enable;C0;Tag;PT31R-Avg;;psiG;psiG;
PT31;Generic;Average;Plane 31;;Input;Enable;D0;Tag;PT31X-Avg;;psiG;psiG;
PT31;Generic;Average;Plane 31;;Output;Enable;;Calc;PT31;NaN;psiG;psiG;
PT31;Generic;Average;Plane 31;;Output;Disable;;Calc;PT31:SD;NaN;psiG;psiG;
PT31E-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;PT31EA;;psiA;psiG;
PT31E-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;PT31EB;;psiA;psiG;
PT31E-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;PT31EC;;psiA;psiG;
PT31E-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;PT31ED;;psiA;psiG;
PT31E-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;PT31EE;;psiA;psiG;
PT31E-Avg;Generic;Average;Average;;Input;Enable;F0;Tag;PT31EF;;psiA;psiG;
PT31E-Avg;Generic;Average;Average;;Input;Enable;G0;Tag;PT31EG;;psiA;psiG;
PT31E-Avg;Generic;Average;Average;;Input;Enable;H0;Tag;PT31EH;;psiA;psiG;
PT31E-Avg;Generic;Average;Average;;Output;Enable;;Calc;PT31E-Avg;NaN;psiG;psiG;
PT31E-Avg;Generic;Average;Average;;Output;Disable;;Calc;PT31E-Avg:SD;NaN;psiG;psiG;
PT31M-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;PT31MA;;psiA;psiG;
PT31M-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;PT31MB;;psiA;psiG;
PT31M-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;PT31MC;;psiA;psiG;
PT31M-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;PT31MD;;psiA;psiG;
PT31M-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;PT31ME;;psiA;psiG;
PT31M-Avg;Generic;Average;Average;;Input;Enable;F0;Tag;PT31MF;;psiA;psiG;
PT31M-Avg;Generic;Average;Average;;Input;Enable;G0;Tag;PT31MG;;psiA;psiG;
PT31M-Avg;Generic;Average;Average;;Input;Enable;H0;Tag;PT31MH;;psiA;psiG;
PT31M-Avg;Generic;Average;Average;;Output;Enable;;Calc;PT31M-Avg;NaN;psiG;psiG;
PT31M-Avg;Generic;Average;Average;;Output;Disable;;Calc;PT31M-Avg:SD;NaN;psiG;psiG;
PT31R-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;PT31RA;;psiA;psiG;
PT31R-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;PT31RB;;psiA;psiG;
PT31R-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;PT31RC;;psiA;psiG;
PT31R-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;PT31RD;;psiA;psiG;
PT31R-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;PT31RE;;psiA;psiG;
PT31R-Avg;Generic;Average;Average;;Input;Enable;F0;Tag;PT31RF;;psiA;psiG;
PT31R-Avg;Generic;Average;Average;;Input;Enable;G0;Tag;PT31RG;;psiA;psiG;
PT31R-Avg;Generic;Average;Average;;Input;Enable;H0;Tag;PT31RH;;psiA;psiG;
PT31R-Avg;Generic;Average;Average;;Output;Enable;;Calc;PT31R-Avg;NaN;psiG;psiG;
PT31R-Avg;Generic;Average;Average;;Output;Disable;;Calc;PT31R-Avg:SD;NaN;psiG;psiG;
PT31X-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;PT31XA;;psiA;psiG;
PT31X-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;PT31XB;;psiA;psiG;
PT31X-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;PT31XC;;psiA;psiG;
PT31X-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;PT31XD;;psiA;psiG;
PT31X-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;PT31XE;;psiA;psiG;
PT31X-Avg;Generic;Average;Average;;Input;Enable;F0;Tag;PT31XF;;psiA;psiG;
PT31X-Avg;Generic;Average;Average;;Input;Enable;G0;Tag;PT31XG;;psiA;psiG;
PT31X-Avg;Generic;Average;Average;;Input;Enable;H0;Tag;PT31XH;;psiA;psiG;
PT31X-Avg;Generic;Average;Average;;Output;Enable;;Calc;PT31X-Avg;NaN;psiG;psiG;
PT31X-Avg;Generic;Average;Average;;Output;Disable;;Calc;PT31X-Avg:SD;NaN;psiG;psiG;
PT45;Generic;Average;Plane 45;;Input;Enable;A0;Tag;PT45A-Avg;;psiG;psiG;
PT45;Generic;Average;Plane 45;;Input;Enable;B0;Tag;PT45G-Avg;;psiG;psiG;
PT45;Generic;Average;Plane 45;;Input;Enable;C0;Tag;PT45N-Avg;;psiG;psiG;
PT45;Generic;Average;Plane 45;;Input;Enable;D0;Tag;PT45T-Avg;;psiG;psiG;
PT45;Generic;Average;Plane 45;;Output;Enable;;Calc;PT45;NaN;psiG;psiG;
PT45;Generic;Average;Plane 45;;Output;Disable;;Calc;PT45:SD;NaN;psiG;psiG;
PT45A-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;PT45AA;;psiA;psiG;
PT45A-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;PT45AB;;psiA;psiG;
PT45A-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;PT45AC;;psiA;psiG;
PT45A-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;PT45AD;;psiA;psiG;
PT45A-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;PT45AE;;psiA;psiG;
PT45A-Avg;Generic;Average;Average;;Output;Enable;;Calc;PT45A-Avg;NaN;psiG;psiG;
PT45A-Avg;Generic;Average;Average;;Output;Disable;;Calc;PT45A-Avg:SD;NaN;psiG;psiG;
PT45G-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;PT45GA;;psiA;psiG;
PT45G-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;PT45GB;;psiA;psiG;
PT45G-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;PT45GC;;psiA;psiG;
PT45G-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;PT45GD;;psiA;psiG;
PT45G-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;PT45GE;;psiA;psiG;
PT45G-Avg;Generic;Average;Average;;Output;Enable;;Calc;PT45G-Avg;NaN;psiG;psiG;
PT45G-Avg;Generic;Average;Average;;Output;Disable;;Calc;PT45G-Avg:SD;NaN;psiG;psiG;
PT45N-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;PT45NA;;psiA;psiG;
PT45N-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;PT45NB;;psiA;psiG;
PT45N-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;PT45NC;;psiA;psiG;
PT45N-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;PT45ND;;psiA;psiG;
PT45N-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;PT45NE;;psiA;psiG;
PT45N-Avg;Generic;Average;Average;;Output;Enable;;Calc;PT45N-Avg;NaN;psiG;psiG;
PT45N-Avg;Generic;Average;Average;;Output;Disable;;Calc;PT45N-Avg:SD;NaN;psiG;psiG;
PT45T-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;PT45TA;;psiA;psiG;
PT45T-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;PT45TB;;psiA;psiG;
PT45T-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;PT45TC;;psiA;psiG;
PT45T-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;PT45TD;;psiA;psiG;
PT45T-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;PT45TE;;psiA;psiG;
PT45T-Avg;Generic;Average;Average;;Output;Enable;;Calc;PT45T-Avg;NaN;psiG;psiG;
PT45T-Avg;Generic;Average;Average;;Output;Disable;;Calc;PT45T-Avg:SD;NaN;psiG;psiG;
PTIV;Generic;Average;Plane 20;;Input;Enable;A0;Tag;PTIVA-Avg;;psiG;psiG;
PTIV;Generic;Average;Plane 20;;Input;Enable;B0;Tag;PTIVD-Avg;;psiG;psiG;
PTIV;Generic;Average;Plane 20;;Input;Enable;C0;Tag;PTIVG-Avg;;psiG;psiG;
PTIV;Generic;Average;Plane 20;;Input;Enable;D0;Tag;PTIVK-Avg;;psiG;psiG;
PTIV;Generic;Average;Plane 20;;Output;Enable;;Calc;PTIV;NaN;psiG;psiG;
PTIV;Generic;Average;Plane 20;;Output;Disable;;Calc;PTIV:SD;NaN;psiG;psiG;
PTIVA-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;PTIVAA;;psiA;psiG;
PTIVA-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;PTIVAB;;psiA;psiG;
PTIVA-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;PTIVAC;;psiA;psiG;
PTIVA-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;PTIVAD;;psiA;psiG;
PTIVA-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;PTIVAE;;psiA;psiG;
PTIVA-Avg;Generic;Average;Average;;Input;Enable;F0;Tag;PTIVAF;;psiA;psiG;
PTIVA-Avg;Generic;Average;Average;;Output;Enable;;Calc;PTIVA-Avg;NaN;psiG;psiG;
PTIVA-Avg;Generic;Average;Average;;Output;Disable;;Calc;PTIVA-Avg:SD;NaN;psiG;psiG;
PTIVD-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;PTIVDA;;psiA;psiG;
PTIVD-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;PTIVDB;;psiA;psiG;
PTIVD-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;PTIVDC;;psiA;psiG;
PTIVD-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;PTIVDD;;psiA;psiG;
PTIVD-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;PTIVDE;;psiA;psiG;
PTIVD-Avg;Generic;Average;Average;;Input;Enable;F0;Tag;PTIVDF;;psiA;psiG;
PTIVD-Avg;Generic;Average;Average;;Output;Enable;;Calc;PTIVD-Avg;NaN;psiG;psiG;
PTIVD-Avg;Generic;Average;Average;;Output;Disable;;Calc;PTIVD-Avg:SD;NaN;psiG;psiG;
PTIVG-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;PTIVGA;;psiA;psiG;
PTIVG-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;PTIVGB;;psiA;psiG;
PTIVG-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;PTIVGC;;psiA;psiG;
PTIVG-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;PTIVGD;;psiA;psiG;
PTIVG-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;PTIVGE;;psiA;psiG;
PTIVG-Avg;Generic;Average;Average;;Input;Enable;F0;Tag;PTIVGF;;psiA;psiG;
PTIVG-Avg;Generic;Average;Average;;Output;Enable;;Calc;PTIVG-Avg;NaN;psiG;psiG;
PTIVG-Avg;Generic;Average;Average;;Output;Disable;;Calc;PTIVG-Avg:SD;NaN;psiG;psiG;
PTIVK-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;PTIVKA;;psiA;psiG;
PTIVK-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;PTIVKB;;psiA;psiG;
PTIVK-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;PTIVKC;;psiA;psiG;
PTIVK-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;PTIVKD;;psiA;psiG;
PTIVK-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;PTIVKE;;psiA;psiG;
PTIVK-Avg;Generic;Average;Average;;Input;Enable;F0;Tag;PTIVKF;;psiA;psiG;
PTIVK-Avg;Generic;Average;Average;;Output;Enable;;Calc;PTIVK-Avg;NaN;psiG;psiG;
PTIVK-Avg;Generic;Average;Average;;Output;Disable;;Calc;PTIVK-Avg:SD;NaN;psiG;psiG;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;TPSN_CODE;Constant;;-1;; -;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;nCmp;Constant;;2;; -;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;nTrb;Constant;;3;; -;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;ingv;Constant;;0;; -;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;ifuel;Constant;;1;; -;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;wambin.Wq;Constant;;0;; -;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;wambin.Tt;Constant;;15;;°C;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Amb.Pt;Tag;Patm;;PaA;barA;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Amb.Tt;Tag;TempAria;;°C;°C;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Amb.Rh;Tag;UmAria;;%;%;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;D010.Pt;Tag;CI-IF-Avg;;psiG;barA;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;D010.Ps;Tag;CP-IF-Avg;;psiG;barA;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Pwr.gear;Constant;;1;;kW;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Pwr.etagen;Constant;;1;; -;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Pwr.ElPow;Tag;P_Ele_tot;;kW;kW;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;pumphp;Constant;;0;;kW;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;pumplp;Constant;;0;;kW;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Ex080.Tt;Tag;TT-XF-Avg;;°C;°C;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Ex070.Ps;Tag;TP-XDD;;psiG;barA;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Ex080.Ps;Tag;TP-XP80S-A-Avg;;psiG;barA;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Ex080.A;Constant;;7.54646;;m2;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Rake.Tt044;Tag;TM45;;°C;°C;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Rake.Tt048;Tag;TT-P48;;°C;°C;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Rake.Pt044;Tag;PT45;;psiG;barA;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Rake.Pt048;Tag;TI-P48;;psiG;barA;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Rake.Pt050;Tag;TI-XDS;;psiG;barA;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Rake.Pt070;Tag;TI-XD70T-A-Avg;;psiG;barA;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Rake.Pt080;Tag;TI-XF-Avg;;psiG;barA;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Ctrl.Pt010;Tag;CP-IF-Avg;;psiG;barA;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Ctrl.Pt020;Tag;PT20;;psiG;barA;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Ctrl.Pt023;Tag;PT23;;psiG;barA;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Ctrl.Pt025;Tag;PT25;;psiG;barA;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Ctrl.Ps030;Tag;PS30;;psiG;barA;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Ctrl.Ps032;Tag;PS30;;psiG;barA;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Ctrl.Pt044;Tag;PT45;;psiG;barA;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Ctrl.Pt048;Tag;PS48;;psiG;barA;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Ctrl.Tt020;Tag;TM20;;°C;°C;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Ctrl.Tt023;Tag;TM23;;°C;°C;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Ctrl.Tt025;Tag;TM25;;°C;°C;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Ctrl.Tt030;Tag;TM30;;°C;°C;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Ctrl.Tt044;Tag;TM45;;°C;°C;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Ctrl.Tt048;Tag;TT-P48;;°C;°C;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Ctrl.Tt080;Tag;TT-XF-Avg;;°C;°C;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Fuel.wf;Tag;FE-P114;;kg/s;kg/s;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Fuel.Tt;Tag;TE-P113;;°C;°C;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Fuel.fhv;Tag;LHV-Fuel;;kJ/Kg;kJ/Kg;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Fuel_dPqP;Constant;;0.04;; -;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;ngv;Constant;;0;;deg;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;slope;Constant;;0;; -;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;vert;Constant;;0;; -;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;d1;Constant;;0;; -;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;d2;Constant;;0;; -;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;d3;Constant;;1;; -;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Gas-FN2;Tag;N2-Fract;; -; -;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Gas-O2;Tag;O2-Fract;; -; -;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Gas-AR;Constant;;0;; -;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Gas-CO2;Tag;CO2-Fract;; -; -;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Gas-H2O;Constant;;0;; -;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Gas-FH2;Constant;;0;; -;
Perf-GT-1;Perf Analisys;Perf 4;Performance;;Input;Enable;Gas-CH4;Tag;Methane-Fract;; -; -;
